filename,size_ratio,to_ctr
good_0000.jpg,0.05476900077160494,609.3972431837873
good_0001.jpg,0.10607687114197531,579.0138167608784
good_0002.jpg,0.08067177854938272,415.64046963692067
good_0003.jpg,0.01361111111111111,488.9427369334777
good_0004.jpg,0.0959278549382716,470.791886081313
good_0005.jpg,0.1181640625,606.1616945997165
good_0006.jpg,0.0015123456790123457,474.911570716065
good_0007.jpg,0.11578896604938271,572.0917758541893
good_0008.jpg,0.10248890817901235,466.97751551868106
good_0009.jpg,0.09294029706790123,369.03387378396576
good_0010.jpg,0.06745563271604939,606.0561030135741
good_0011.jpg,0.1097265625,457.5947989214913
good_0012.jpg,0.06495418595679012,610.2622387138172
good_0013.jpg,0.08669753086419753,760.0013157883348
good_0014.jpg,0.07716049382716049,443.6394932825525
good_0015.jpg,0.001458815586419753,924.9821619901651
good_0016.jpg,0.01443335262345679,575.3920402647225
good_0017.jpg,0.053155864197530864,481.0041579861862
good_0018.jpg,0.08792872299382716,347.41617694056794
good_0019.jpg,0.09549816743827161,659.1464177252274
good_0020.jpg,0.1047241512345679,494.9545433673683
good_0021.jpg,0.139585262345679,670.2962031818471
good_0022.jpg,0.0015123456790123457,563.3515776138379
good_0023.jpg,0.00390625,231.2444593930847
good_0024.jpg,0.105625,628.7018371215404
good_0025.jpg,0.08834104938271604,453.94713348582786
good_0026.jpg,0.009587673611111111,157.53729717117787
good_0027.jpg,0.10204475308641975,473.0095136463959
good_0028.jpg,0.07037229938271605,461.7813335335242
good_0029.jpg,0.05607687114197531,614.1172526480591
good_0030.jpg,0.1234741512345679,545.1797868593442
good_0031.jpg,0.0016222993827160494,325.4197289655315
good_0032.jpg,0.01250048225308642,599.2411868354844
good_0033.jpg,0.013449556327160495,399.99124990429476
good_0034.jpg,0.04724585262345679,493.1216888355247
good_0035.jpg,0.0656640625,481.76342742055465
good_0036.jpg,0.0328515625,379.34812507774444
good_0037.jpg,0.13751736111111112,622.8298322977153
good_0038.jpg,0.053155864197530864,588.7147017019364
good_0039.jpg,0.003819926697530864,290.80061898145954
good_0040.jpg,0.0791015625,389.2890956602817
good_0041.jpg,0.0015123456790123457,460.1315029423654
good_0042.jpg,0.12396267361111112,594.22554640473
good_0043.jpg,0.0016222993827160494,442.7008018967212
good_0044.jpg,0.08547501929012345,404.01113846031524
good_0045.jpg,0.11531684027777778,577.8762843377465
good_0046.jpg,0.001458815586419753,492.91378556498097
good_0047.jpg,0.06111882716049383,574.0
good_0048.jpg,0.030625,398.3390515628614
good_0049.jpg,0.0022960069444444443,247.69335881286761
good_0050.jpg,0.0013040123456790123,378.55646870711377
good_0051.jpg,0.015279706790123457,425.8826129345973
good_0052.jpg,0.013937114197530864,594.7915601284202
good_0053.jpg,0.014266975308641976,621.151350316491
good_0054.jpg,0.001458815586419753,486.2026326543286
good_0055.jpg,0.01443335262345679,407.3843394142686
good_0056.jpg,0.09506944444444444,473.1521953874884
good_0057.jpg,0.09549816743827161,450.9068639974335
good_0058.jpg,0.01361111111111111,592.3554676037015
good_0059.jpg,0.0009765625,547.602958355778
good_0060.jpg,0.03111304012345679,353.1925820285585
good_0061.jpg,0.0015668402777777777,469.2206304074875
good_0062.jpg,0.018150077160493827,290.6888370749727
good_0063.jpg,0.11673611111111111,630.6227081226937
good_0064.jpg,0.013773630401234568,473.7647095341737
good_0065.jpg,0.08067177854938272,321.9083720563974
good_0066.jpg,0.08751736111111111,233.13729860320507
good_0067.jpg,0.10835069444444445,473.2060861823314
good_0068.jpg,0.06389660493827161,536.7839416376015
good_0069.jpg,0.03310378086419753,372.3439270352076
good_0070.jpg,0.09765625,480.0468727114051
good_0071.jpg,0.07793402777777778,260.37665025881256
good_0072.jpg,0.0333569637345679,121.85236969382254
good_0073.jpg,0.014600694444444444,472.1408688092993
good_0074.jpg,0.001458815586419753,410.9111826173631
good_0075.jpg,0.04969184027777778,482.47694245424833
good_0076.jpg,0.0015668402777777777,517.0889672000361
good_0077.jpg,0.01361111111111111,601.8388488623845
good_0078.jpg,0.0019140625,360.51352263126
good_0079.jpg,0.08547501929012345,472.02648230793153
good_0080.jpg,0.0594140625,488.7739763939975
good_0081.jpg,0.01173611111111111,390.62129998247667
good_0082.jpg,0.001736111111111111,842.0023752935617
good_0083.jpg,0.06495418595679012,647.2441579496875
good_0084.jpg,0.027087673611111113,654.2881628151315
good_0085.jpg,0.001736111111111111,515.7072813137313
good_0086.jpg,0.12740933641975308,491.5038148376877
good_0087.jpg,0.07372733410493827,533.7939677441101
good_0088.jpg,0.08916859567901235,322.37400639629743
good_0089.jpg,0.09506944444444444,389.0822535146007
good_0090.jpg,0.044275173611111114,459.156835950419
good_0091.jpg,0.06963734567901235,596.2759428318402
good_0092.jpg,0.0039935378086419756,1014.9349732864663
good_0093.jpg,0.10248890817901235,463.15548145304297
good_0094.jpg,0.07000434027777777,530.0009433953868
good_0095.jpg,0.0937890625,482.5484431639999
good_0096.jpg,0.09679012345679013,504.71873355364966
good_0097.jpg,0.12396267361111112,607.9605250343151
good_0098.jpg,0.0980907600308642,563.5601121442148
good_0099.jpg,0.09852623456790123,477.58664135421543
good_0100.jpg,0.1016015625,440.6007262817437
good_0101.jpg,0.015108506944444445,445.39420741630664
good_0102.jpg,0.06745563271604939,606.6539375953972
good_0103.jpg,0.05542100694444444,656.987062277485
good_0104.jpg,0.09679012345679013,426.00469480981076
good_0105.jpg,0.10248890817901235,435.57433349544374
good_0106.jpg,0.001458815586419753,571.3422791987304
good_0107.jpg,0.0015123456790123457,492.58501804257105
